walkable2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,709,709,709,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,671,0,0,0,0,
0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,708,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,671,671,0,0,0,671,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,671,671,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,
0,0,0,0,0,0,0,0,0,672,0,0,0,671,671,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,672,0,676,709,709,709,709,709,709,709,709,709,709,727,709,709,709,709,677,0,0,0,676,710,709,709,709,709,709,709,709,677,671,671,0,0,0,0,0,0,0,708,0,0,0,0,0,0,672,0,0,671,671,671,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,676,0,0,0,0,672,0,708,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,726,709,709,709,693,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,708,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,708,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,709,709,709,709,727,709,709,709,709,725,709,709,709,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,708,0,0,0,0,672,0,708,0,0,0,0,672,672,0,0,0,0,708,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,708,672,672,0,0,708,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,738,0,708,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,708,0,0,0,0,0,0,708,0,0,0,0,0,672,672,0,0,0,708,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,708,672,672,672,0,708,0,0,0,0,708,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,708,0,0,726,677,0,0,0,0,0,0,0,
